id,Contracts,Bridging Capacity,Influence
CZ62242105,16,0,0.001
CZ00064416,1,0,0.000
CZ40233308,19,0,0.001
CZ60076658,5,0,0.000
CZ00150584,4,0,0.000
CZ00240079,1,0,0.000
CZ60555530,1,0,0.000
CZ26961474,4,0,0.000
CZ26537443,1,0,0.000
CZ26245906,3,0,0.000
CZ45310173,3,0,0.000
CZ70946078,13,0,0.001
CZ00302929,3,0,0.000
CZ27781275,1,0,0.000
CZ00287971,2,0,0.000
CZ63493675,7,0,0.001
CZ45192286,21,0,0.001
CZ25004638,20,0,0.001
CZ60775530,7,0,0.001
CZ00063410,11,0,0.001
CZ60609460,20,0,0.002
CZ00301311,2,0,0.000
CZ46576053,1,0,0.000
CZ25396544,5,0,0.000
CZ26271303,9,0,0.001
CZ65993390,271,0,0.015
CZ25864092,4,0,0.000
CZ46966676,2,0,0.000
CZ70890021,6,0,0.001
CZ00192546,2,0,0.000
CZ00023698,1,0,0.000
CZ00287351,2,0,0.000
CZ25893343,1,0,0.000
CZ70890650,37,0,0.002
CZ00262978,12,0,0.001
CZ00226637,1,0,0.000
CZ00063703,12,0,0.001
CZ62156489,3,0,0.000
CZ26297086,2,0,0.000
CZ70891508,19,0,0.001
CZ00272841,2,0,0.000
CZ47114444,8,0,0.000
CZ49710371,5,0,0.001
CZ44264020,3,0,0.000
CZ28504313,1,0,0.000
CZ00216208,6,0,0.001
CZ00231355,7,0,0.001
CZ00288659,11,0,0.001
CZ25527380,6,0,0.001
CZ46747885,5,0,0.000
CZ40232549,11,0,0.001
CZ12615498,8,0,0.000
CZ00081531,10,0,0.001
CZ47676370,1,0,0.000
CZ00283924,18,0,0.002
CZ00272868,6,0,0.000
CZ49437593,2,0,0.000
CZ00303461,15,0,0.001
CZ25267329,10,0,0.001
CZ00284891,3,0,0.000
CZ44961367,7,0,0.001
CZ00090450,8,1,0.001
CZ13409077,1,0,0.000
CZ60469226,5,0,0.000
CZ28543815,29,0,0.002
CZ27488748,2,0,0.000
CZ47906898,8,0,0.001
CZ00002739,9,0,0.001
CZ00297534,6,0,0.001
CZ25376110,1,0,0.000
CZ00006947,44,0,0.004
CZ25547631,1,0,0.000
CZ00283061,7,0,0.001
CZ25402188,4,0,0.000
CZ00253014,10,0,0.001
CZ00236977,1,0,0.000
CZ48391212,2,0,0.000
CZ22693181,1,0,0.000
CZ27684288,2,0,0.000
CZ46577360,2,0,0.000
CZ00064289,1,0,0.000
CZ40230473,1,0,0.000
CZ00262340,13,0,0.001
CZ25692810,14,0,0.001
CZ25869523,12,0,0.001
CZ48589829,2,0,0.000
CZ00063754,4,0,0.000
CZ26186896,2,0,0.000
CZ61507890,1,0,0.000
CZ60066466,1,0,0.000
CZ25396293,2,0,0.000
CZ70891168,2,0,0.000
CZ00295892,3,0,0.000
CZ49436589,2,0,0.000
CZ25597710,5,0,0.000
CZ41326920,5,0,0.000
CZ26728435,4,0,0.000
CZ26821834,1,0,0.000
CZ26792711,12,0,0.001
CZ25956019,4,0,0.001
CZ70890005,9,0,0.001
CZ44797958,3,0,0.000
CZ47674954,2,0,0.000
CZ00292427,8,0,0.001
CZ62157124,2,0,0.000
CZ46970592,1,0,0.000
CZ70889988,34,0,0.002
CZ45798290,8,0,0.001
CZ00244732,27,0,0.002
CZ49370227,3,0,0.000
CZ27653579,5,0,0.001
CZ26508583,3,0,0.000
CZ00231401,2,0,0.000
CZ13642464,3,0,0.000
CZ25825071,5,0,0.000
CZ25476696,2,0,0.000
CZ61681369,1,0,0.000
CZ61988987,4,0,0.001
CZ15273130,1,0,0.000
CZ25092553,3,0,0.000
CZ49562827,1,0,0.000
CZ65269705,3,0,0.000
CZ25866681,1,0,0.000
CZ26946874,2,0,0.000
CZ70883521,3,0,0.000
CZ25307762,2,0,0.000
CZ00291463,5,0,0.000
CZ46972501,1,0,0.000
CZ00237051,3,0,0.001
CZ28177851,1,0,0.000
CZ27116140,1,0,0.000
CZ60745011,3,0,0.000
CZ63476142,1,0,0.000
CZ00270211,13,0,0.001
CZ60277645,1,0,0.000
CZ00216224,4,0,0.000
CZ00234516,7,0,0.001
CZ61888524,1,0,0.000
CZ00007064,3,0,0.000
CZ00494356,1,0,0.000
CZ00557374,1,0,0.000
CZ64085236,2,0,0.000
CZ15038246,2,0,0.000
CZ00063941,4,0,0.000
CZ00000582,12,0,0.001
CZ47784776,7,0,0.001
CZ00064211,1,0,0.000
CZ48586366,1,0,0.000
CZ60851546,3,0,0.000
CZ00550655,2,0,0.000
CZ26594633,1,0,0.000
CZ18622569,4,0,0.000
CZ70885371,1,0,0.000
CZ26227657,1,0,0.000
CZ60323825,1,0,0.000
CZ47366923,1,0,0.000
CZ00296643,23,0,0.002
CZ70932581,9,0,0.001
CZ26807947,3,0,0.000
CZ70889546,16,0,0.001
CZ60746220,1,0,0.000
CZ48036315,4,0,0.000
CZ47545445,1,0,0.000
CZ26111454,3,0,0.000
CZ64618897,1,0,0.000
